about,address,brands,company_link,company_name,company_type,details,equip_categories,equipment,failed_fields,master_category,phone_number,specific_category,det_Annual Sales,det_No of Employees,det_Quality Certifications,det_Registrations,det_Year Founded,det_companyName,det_website,det_Additional Activities,det_Key Personnel,det_Primary Company Type,city,state,zip
,"Mountain Ranch, CA 95246 | map",['Spinnaker'],http://www.techsewing.com/,"Precision Technical Sewing, LLC","		<h1><a href=""http://www.techsewing.com/"" onclick=""try{__adroll.record_user({'adroll_segments': 'e9e220ab'})} catch(err) {}"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.techsewing.com/"" data-click_origin=""Supplier Name"" data-client_ip=""69.27.5.110"" data-company_id=""971938"" data-conversion_action=""PS Web Link"" data-coverage_area=""NA"" data-heading=""95914263"" data-hierarchy_1=""TNET"" data-hierarchy_2=""COMPANYINFO"" data-hierarchy_3=""SITELINK"" data-internal_search_term=""agriculture"" data-page_content_group=""Web Links"" data-search_position=""23"" data-servercallhost=""www.thomasnet.com"">Precision Technical Sewing, LLC</a><a href=""http://www.techsewing.com/"" onclick=""try{__adroll.record_user({'adroll_segments': 'e9e220ab'})} catch(err) {}"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.techsewing.com/"" data-click_origin=""Visit Website"" data-client_ip=""69.27.5.110"" data-company_id=""971938"" data-conversion_action=""PS Web Link"" data-coverage_area=""NA"" data-heading=""95914263"" data-hierarchy_1=""TNET"" data-hierarchy_2=""COMPANYINFO"" data-hierarchy_3=""SITELINK"" data-internal_search_term=""agriculture"" data-page_content_group=""Web Links"" data-search_position=""23"" data-servercallhost=""www.thomasnet.com"" title=""Visit Website""><img src=""//cdn.thomasnet.com/images/icons/offsite_icon_blue.png"" class=""offsite"" alt=""Visit Website""></a></h1>
<p><span> <svg viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" class=""icon""><path d=""M23.42 17.947h4.452v-2.36h-4.451v2.36zm0 3.846h4.452v-2.36h-4.451v2.36zm-6.36-3.846h4.452v-2.36H17.06v2.36zm0 3.846h4.452v-2.36H17.06v2.36zm-6.372-3.846h4.451v-2.36h-4.451v2.36zm0 3.846h4.451v-2.36h-4.451v2.36zm-6.349-3.846H8.79v-2.36H4.34v2.36zm0 3.846H8.79v-2.36H4.34v2.36zM24.352 9.05v2.618h-3.903L15.5 6.71a1 1 0 0 0-1.709.706v3.808a.407.407 0 0 1-.407.408H9.356a1 1 0 0 1-.782-.377L3.782 5.238A1 1 0 0 0 2 5.861V27a1 1 0 0 0 1 1h26.175a1 1 0 0 0 1-1V12.036a1 1 0 0 0-.384-.788l-3.824-2.986a1 1 0 0 0-1.615.788z"" fill=""#A4ACB3"" fill-rule=""evenodd""></path></svg> Service Company</span>
</p>
		<p class=""addrline"">Mountain Ranch, CA 95246 | <a href=""javascript:void(0);"" onclick=""window.open('https://www.thomasnet.com/map-company.html?cid=971938&amp;heading=95914263&amp;cov=NA&amp;what=agriculture&amp;searchpos=23&amp;WTZO=copro+naft','tnetmap','toolbar=0,location=0,status=0,menubar=0,scrollbars=1,resizable=1,width=775,height=525');"">map<img src=""//cdn.thomasnet.com/images/icons/map_icon.png"" class=""comapicon"" alt=""""></a></p>
<p class=""phoneline""><a href=""#"" class=""phoneline__label""><svg viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" class=""icon""><title>ico-phone</title><path d=""M9.507 4.236l3.105 3.229c.87.745.87 2.235 0 2.98l-2.484 2.484c1.74 3.726 5.34 7.328 8.943 8.943l2.484-2.484c.869-.87 2.235-.87 3.105 0l3.104 3.105c.87.869.87 2.235 0 3.104l-3.104 3.105C19.195 34.167-2.043 12.805 3.298 7.465l3.105-3.23c.869-.745 2.235-.745 3.104 0zm8.446-.497c-.994-.249-.621-1.863.497-1.615 5.589 1.49 9.935 5.962 11.426 11.55.248.994-1.366 1.367-1.615.373C26.895 9.08 23.045 5.105 17.953 3.74zm-.994 3.85c-.993-.249-.62-1.863.373-1.615a12.299 12.299 0 0 1 8.694 8.694c.248.994-1.242 1.49-1.615.373a10.728 10.728 0 0 0-7.452-7.452z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg> Call Supplier</a><span class="""">888-645-0235</span> | <a href=""http://www.techsewing.com/"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.techsewing.com/"" data-click_origin=""Visit Website"" data-client_ip=""69.27.5.110"" data-company_id=""971938"" data-conversion_action=""PS Web Link"" data-coverage_area=""NA"" data-heading=""95914263"" data-hierarchy_1=""TNET"" data-hierarchy_2=""COMPANYINFO"" data-hierarchy_3=""SITELINK"" data-internal_search_term=""agriculture"" data-page_content_group=""Web Links"" data-search_position=""23"" data-servercallhost=""www.thomasnet.com"" class=""primary""><svg viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" class=""icon""><title>ico-website</title><path d=""M29.801 16.85h-4.617c-.087 2.23-.56 4.218-1.44 6.298a17.022 17.022 0 0 1 2.86 1.684c1.837-2.155 2.963-4.97 3.197-7.982zm-4.484 9.343a16.49 16.49 0 0 0-2.387-1.34c-.908 1.646-2.121 3.157-3.608 4.52 2.276-.58 4.352-1.675 5.995-3.18zm-18.553-.058a13.404 13.404 0 0 0 5.99 3.196 17.475 17.475 0 0 1-3.605-4.53c-.962.486-1.69.889-2.385 1.334zm-1.292-1.242a17.035 17.035 0 0 1 2.862-1.683c-.897-2.171-1.357-4.09-1.444-6.296H2.272c.237 2.955 1.363 5.769 3.2 7.98zm-3.2-9.804h4.685c.103-2.01.63-4.424 1.435-6.3-1-.464-1.953-1.025-2.858-1.683-1.848 2.165-3.022 5.038-3.261 7.983zm4.554-9.34c.736.5 1.553.958 2.385 1.337.958-1.694 2.15-3.212 3.54-4.474a13.869 13.869 0 0 0-5.925 3.137zm18.433.01c-1.728-1.545-3.796-2.632-5.989-3.115 1.459 1.327 2.677 2.843 3.59 4.494 1.181-.594 1.802-.942 2.399-1.38zm-1.969 9.33c-.1-1.846-.588-3.973-1.33-5.652-1.704.548-3.344.867-5.01.947v4.705h6.34zm-1.325 7.403c.853-1.883 1.248-3.468 1.329-5.578h-6.345v4.583c1.885.143 3.55.463 5.016.995zM16.95 28.92c1.759-1.42 3.217-3.038 4.248-4.785-1.38-.489-2.68-.745-4.248-.819v5.604zm-6.068-4.787c1.056 1.743 2.543 3.406 4.243 4.786v-5.603c-1.566.074-2.865.33-4.243.817zm4.243-7.218H8.723c.134 2.199.52 3.8 1.323 5.58a17.754 17.754 0 0 1 5.078-1.005v-4.575zm-5.012-7.47c-.74 1.677-1.228 3.801-1.328 5.645h6.34v-4.705c-1.793-.081-3.442-.387-5.012-.94zm5.012-6.375c-1.691 1.324-3.172 2.981-4.18 4.724 1.445.46 2.677.694 4.18.765V3.069zm1.825 5.49c1.629-.073 2.877-.298 4.186-.756-.98-1.695-2.429-3.303-4.186-4.721v5.476zM26.6 7.107a17.021 17.021 0 0 1-2.858 1.683c.778 1.879 1.334 4.363 1.44 6.298H29.8c-.236-2.922-1.395-5.799-3.2-7.981z"" fill=""currentColor"" fill-rule=""nonzero""></path></svg> Website</a></p>
<span id=""scrollfix""></span>
","Custom manufacturer of equipment, machine and instrument covers. Materials used include various fabrics. Products that can be fabricated include industrial covers, medical device covers, equipment covers, covers for semiconductor applications, high-temperature thermal protective covers for chip manufacturing machinery, protective transport covers for patient consoles/robotic devices and protective covers for ocean-going telescopes. Capabilities include contract sewing, digital fabric cutting, designing, prototyping and patterning. JIT delivery available. Made in the USA.","['Covers: Agricultural', 'Covers', 'Covers: Acoustic', 'Covers: Coated Fabric', 'Covers: Custom', 'Covers: Dust', 'Covers: Electric, Weatherproof', 'Covers: Environmental', 'Covers: Equipment', 'Covers: Expansion Joint']","['Airport Equipment', 'Bags', 'Banners', 'Belts', 'Blankets', 'Blocks', 'Boots', 'Canopies', 'Canvas', 'Canvas Products', 'Cases', 'Channels', 'Cleanroom Equipment', 'Coverings', 'Covers', 'COVID-19 Response', 'Curtains', 'Cushions', 'Cutting Services', 'Enclosures']",[],agriculture,888-645-0235,Agricultural Covers,Under $1 Mil,9-Jan,Not Available,Not Available,1979'},"Precision Technical Sewing, LLC",http://www.techsewing.com/,Failed,Failed,Failed,Mountain Ranch,CA,95246
"Company Description by Thomasnet
Manufacturer of spraying devices. Products include golf course and pest control sprayers, lawn, landscape and tree sprayers, agricultural equipment, mixing stations, pressure based and flow based controls, trailer packages and booms. Markets served include industrial and commercial.","Visalia, CA 93278 | map",,http://www.sprayingdevices.com,"Spraying Devices, Inc.",Manufacturer,,['Agricultural Equipment'],,"['details', 'equipment', 'brands']",agriculture,800-564-7548,Agricultural Equipment,$1 - 4.9 Mil,Oct-49,Not Available,"<table><tbody><tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_supplier_website.png"" title=""From Company Website"" alt=""From Company Website""></td><td><a href=""http://www.sprayingdevices.com"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.sprayingdevices.com"" data-cert_id=""460907"" data-cert_name=""Made in the USA"" data-click_origin=""copro biz det"" data-client_ip=""69.27.5.110"" data-company_id=""30743670"" data-conversion_action=""From Company Website Certification"" data-coverage_area=""NA"" data-heading=""671008"" data-hierarchy_1=""TNET"" data-hierarchy_2=""CERTIFICATIONS"" data-hierarchy_3=""From_Company_Website"" data-internal_search_term=""agriculture"" data-page_content_group=""Certifications"" data-servercallhost=""www.thomasnet.com"">Made in the USA</a></td></tr>\n</tbody></table>",1982'},"Spraying Devices, Inc.",http://www.sprayingdevices.com,Failed,Not Available,Manufacturer,Visalia,CA,93278
,"Ventura, CA 93003 | map",,https://www.venturahydraulics.com/,Ventura Hydraulic & Machine Works,Manufacturer,"Manufacturer of standard and custom hydraulic equipment for the agricultural and other industries. Products include hydraulic power units, control consoles, presses, cylinders, skidding systems, cable spooling systems, chain jacking systems, pumps and heavy lift jacks. Design/engineering and assembly services are offered for custom machinery.",['Agricultural Equipment'],,"['equipment', 'brands']",agriculture,805-656-1760,Agricultural Equipment,$1 - 4.9 Mil,Oct-49,"<table><tbody><tr><td><a href=""/certifications/download.html?heading=671008&amp;what=agriculture&amp;cov=NA&amp;WTZO=copro+biz+det&amp;cid=315397&amp;certid=443288"" target=""_blank""><img src=""//cdn.thomasnet.com/images/icons/grn_cert_icon.png"" title=""Certificate Available for Download"" alt=""Certificate Available for Download""></a></td><td><a href=""/certifications/download.html?heading=671008&amp;what=agriculture&amp;cov=NA&amp;WTZO=copro+biz+det&amp;cid=315397&amp;certid=443288"" target=""_blank"">ISO 9001:2015</a></td></tr>\n<tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_self_reported.png"" title=""Self Reported"" alt=""Self Reported""></td><td>ASME BPVC</td></tr>\n<tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_self_reported.png"" title=""Self Reported"" alt=""Self Reported""></td><td>ISO 9000:2001</td></tr>\n</tbody></table>",Not Available,1965'},Ventura Hydraulic & Machine Works,https://www.venturahydraulics.com/,Failed,Failed,Custom Manufacturer,Ventura,CA,93003
,"Simi Valley, CA 93065 | map",,https://www.cloudburst.com/,Cloudburst & Mist & Cool,Manufacturer,Portable High & Low Pressure Misting Fans,['Agricultural Equipment'],,"['equipment', 'brands']",agriculture,800-800-5479,Agricultural Equipment,Under $1 Mil,9-Jan,Not Available,Not Available,1991'},Cloudburst & Mist & Cool,https://www.cloudburst.com/,Distributor,Not Available,Manufacturer,Simi Valley,CA,93065
,"Murrieta, CA 92562 | map","['Alligator', 'AMI', 'Baldor', 'Bando', 'Beltservice', 'Beltwall', 'Bunting', 'CR', 'Federal-Mogul', 'G &amp; G', 'Goodyear', 'Grove Gear', 'HY-T', 'Hyatt', 'Kee Klamp', 'Leeson', 'Lincoln', 'Maska', 'National', 'Ohio Gear', 'Peer', 'Posi Lock', 'Rust-Oleum', 'SMC', 'Space Saver', 'The General', 'Tsubaki', 'UniMount']",https://www.rainbowprecisionproducts.com/,Rainbow Precision Products,Distributor,"Distributor of belting for agricultural applications. Available in various models including 4.75 in. x 73 in. to 72 in. x 144 in. dimensions with alligator rivets, clipper belt fasteners & connecting pins.","['Belting: Agricultural', 'Belting', 'Belting &amp; Belts: V', 'Belting &amp; Belts: V, Metric Sizes', 'Belting: Conveyor', 'Belting: Elevator', 'Belting: Food Handling &amp; Processing', 'Belting: Rough Top', 'Belts', 'Belts: Bando™']","['Absorbers', 'Actuators', 'Attachments', 'Balls', 'Bearings', 'Belts', 'Bushings', 'Chains', 'Collars', 'Connectors', 'Controls and Controllers', 'Conveyor Parts', 'Conveyors', 'Couplers and Couplings', 'Cutters and Cutting Machinery', 'Cylinders', 'Elbows', 'Ends', 'Fabrics and Cloths', 'Filters']",[],agriculture,800-407-8514,Agricultural Belting,Not Available,Not Available,Not Available,Not Available,Not Available'},Rainbow Precision Products,https://www.rainbowprecisionproducts.com/,Custom Manufacturer,Not Available,Distributor,Murrieta,CA,92562
,"Santa Monica, CA 90403 | Locations",,https://www.giltronicsassociates.com/,Giltronics Associates Inc.,Manufacturer,"ISO 9001, ISO 9002, QS 900 & ISO 14001 certified contract manufacturer of electronics. Projects include turnkey assembly & sub-assembly, R&D, hardware design, 3D services, PCB layout, box build, in-circuit testing, prototypes & mass production. Specializing in PCB manufacturing. Designs, prototypes & produces printed circuit boards, flexible printed circuits & value-added PCB assemblies for the automotive, telecommunication, computer & medical industries. Some current products are: automotive airbag sensors technology, automobile opto-electronics for tail light assemblies & audio equipment for the music industry. Contracts in both the commercial & military markets. Processes include: fine pitch, FPGA, ASIC, SMT & supply chain management. OEM & ODM products include: DVD, DVR, HDTV, LCD, CD-ROM, STB's, multilayer, flex-circuits, rigid-flex, power supplies, satellite receiver, cell phone & memory boards. UL approved.
Additional Agricultural Electronics details","['Electronics: Agricultural', 'Electronics: Aerospace', 'Electronics: Automotive', 'Electronics: Consumer', 'Electronics: Industrial', 'Electronics: Marine', 'Electronics: Medical']",,"['equipment', 'brands']",agriculture,833-934-2051,Agricultural Electronics,Not Available,1000+,"<table><tbody><tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_supplier_website.png"" title=""From Company Website"" alt=""From Company Website""></td><td><a href=""http://www.giltronicsassociates.com/printed-circuit-board-assembly-pcba/"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.giltronicsassociates.com/printed-circuit-board-assembly-pcba/"" data-cert_id=""310171"" data-cert_name=""ISO 9000 (Not Specified)"" data-click_origin=""copro biz det"" data-client_ip=""69.27.5.110"" data-company_id=""10046780"" data-conversion_action=""From Company Website Certification"" data-coverage_area=""NA"" data-heading=""25708306"" data-hierarchy_1=""TNET"" data-hierarchy_2=""CERTIFICATIONS"" data-hierarchy_3=""From_Company_Website"" data-internal_search_term=""agriculture"" data-page_content_group=""Certifications"" data-servercallhost=""www.thomasnet.com"">ISO 9000 (Not Specified)</a></td></tr>\n</tbody></table>","<table><tbody><tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_supplier_website.png"" title=""From Company Website"" alt=""From Company Website""></td><td><a href=""http://www.giltronicsassociates.com/printed-circuit-board-assembly-pcba/"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.giltronicsassociates.com/printed-circuit-board-assembly-pcba/"" data-cert_id=""27816"" data-cert_name=""RoHS Compliant"" data-click_origin=""copro biz det"" data-client_ip=""69.27.5.110"" data-company_id=""10046780"" data-conversion_action=""From Company Website Certification"" data-coverage_area=""NA"" data-heading=""25708306"" data-hierarchy_1=""TNET"" data-hierarchy_2=""CERTIFICATIONS"" data-hierarchy_3=""From_Company_Website"" data-internal_search_term=""agriculture"" data-page_content_group=""Certifications"" data-servercallhost=""www.thomasnet.com"">RoHS Compliant</a></td></tr>\n</tbody></table>",1978'},Giltronics Associates Inc.,https://www.giltronicsassociates.com/,Failed,Failed,Failed,Santa Monica,CA,90403
,"Chico, CA 95926 | map",,http://www.thomaswelding.com,Thomas Welding & Machine Inc.,Manufacturer,"Nut harvesting, fertilizing",['Agricultural Equipment'],,"['equipment', 'brands']",agriculture,530-893-8940,Agricultural Equipment,$1 - 4.9 Mil,Oct-49,Not Available,Not Available,1972'},Thomas Welding & Machine Inc.,http://www.thomaswelding.com,"Manufacturer, Service Company",Not Available,Custom Manufacturer,Chico,CA,95926
,"Oakland, CA 94621 | map",,https://www.digicom.org,"DIGICOM Electronics, Inc.",Manufacturer,"AS9100:2016 (Rev D), ISO 9001:2015, ISO 13485:2016, SBE and HUBZone certified. Contract manufacturing services for through-hole, surface mount, mixed technology, single and double-sided printed circuit board assemblies, complete box build systems, enclosures and complex cable assemblies. Prototype builds to high production runs. Available manufacturing processes include prototype, advanced cleaning, selective soldering, purchasing and inventory management, automated assembly, process control, inspection and test and process validation. Meets Mil-Spec 45208, 21 CFR 820, ANSI/IPC-A-601D and ANSI/IPC-A-610B standards. FDA approved. GMP compliant.
Additional Agricultural Electronics details","['Electronics: Agricultural', 'Electronics: Defense &amp; Military', 'Electronics: Aerospace', 'Electronics (Flexible Circuitry)', 'Electronics: Automotive', 'Electronics: Consumer', 'Electronics: Industrial', 'Electronics: Marine', 'Electronics: Medical']","['Printed Circuit Boards', 'Manufacturing Services', 'Electronics', 'Assemblies', 'Assembly Services', 'Boards', 'Circuits', 'Converters', 'COVID-19 Response', 'Electric Wire, Cable and Cable Assemblies', 'Electronic Components', 'Enclosures', 'Fabrication Services', 'Generators', 'Hardware', 'Harnesses', 'Medical Equipment', 'Modules', 'Power Supplies', 'Prototyping Services']",['brands'],agriculture,877-821-0107,Agricultural Electronics,$1 - 4.9 Mil,Oct-49,Failed,"<table><tbody><tr><td><a href=""/certifications/download.html?heading=25708306&amp;what=agriculture&amp;cov=NA&amp;WTZO=copro+biz+det&amp;cid=30744413&amp;certid=357057"" target=""_blank""><img src=""//cdn.thomasnet.com/images/icons/grn_cert_icon.png"" title=""Certificate Available for Download"" alt=""Certificate Available for Download""></a></td><td><a href=""/certifications/download.html?heading=25708306&amp;what=agriculture&amp;cov=NA&amp;WTZO=copro+biz+det&amp;cid=30744413&amp;certid=357057"" target=""_blank"">ITAR Registered</a></td></tr>\n<tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_supplier_website.png"" title=""From Company Website"" alt=""From Company Website""></td><td><a href=""http://www.digicom.org/certifications-iso.html"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""http://www.digicom.org/certifications-iso.html"" data-cert_id=""243346"" data-cert_name=""MIL-SPEC 45208A"" data-click_origin=""copro biz det"" data-client_ip=""69.27.5.110"" data-company_id=""30744413"" data-conversion_action=""From Company Website Certification"" data-coverage_area=""NA"" data-heading=""25708306"" data-hierarchy_1=""TNET"" data-hierarchy_2=""CERTIFICATIONS"" data-hierarchy_3=""From_Company_Website"" data-internal_search_term=""agriculture"" data-page_content_group=""Certifications"" data-servercallhost=""www.thomasnet.com"">MIL-SPEC 45208A</a></td></tr>\n<tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_self_reported.png"" title=""Self Reported"" alt=""Self Reported""></td><td>IPC-A-610</td></tr>\n</tbody></table>",1982'},"DIGICOM Electronics, Inc.",https://www.digicom.org,Failed,Failed,Failed,Oakland,CA,94621
,"San Leandro, CA 94577 | map",,http://www.emspacific.com,"EMS Pacific, Inc.",Manufacturer,"Manufacturer of agricultural & dairy equipment & supplies including pumps & valves. Types of pumps include pneumatic pumps, motorized pumps & syringe pumps. Types of valves include rotary valves, check ball valves & sliding check ball valves. Pneumatic pumps available in valve types including rotary, valve-less piston check ball & check ball. Pumps can be customized to specifications including dispensing & metering, flow materials, specific gravity, viscosity, temperature, percentage of solids & material density & drive requirements such as electric voltage & air pressure & flow requirements.",['Agricultural Equipment'],"['Agricultural Equipment', 'Airlocks', 'Applicators', 'Blenders', 'Chlorinators', 'Controls and Controllers', 'COVID-19 Response', 'Dairy Equipment', 'Dispensers', 'Extruding Equipment', 'Feeders and Feed Systems', 'Filling Machinery', 'Handling Equipment', 'Injectors', 'Instruments', 'Laboratory Equipment', 'Lubricators', 'Machinery', 'Medical Laboratory Consumable Supplies', 'Medical Products and Hospital Equipment', 'Mixers', 'Plant Equipment', 'Plastic Equipment', 'Process Machinery', 'Proportioners', 'Pump Parts', 'Pumping Systems', 'Pumps']",['brands'],agriculture,510-668-0405,Agricultural Equipment,Under $1 Mil,9-Jan,Not Available,Not Available,2011'},"EMS Pacific, Inc.",http://www.emspacific.com,Failed,Not Available,Manufacturer,San Leandro,CA,94577
,"Byron, CA 94514 | map",,https://www.scalesu.com/,Quality Scales Unlimited,Distributor,"Distributor of scales and weighing equipment for agricultural application. Types include bench, coil, counting, crane, dynamometer, floor, hopper, livestock, tank, and wheel weighing scales. In-motion weighing, rail, and food service scales are also available. Also supplies scale parts and accessories including axle pads, load cells, indicators, remote displays, and truck scale software. Services offered are scales calibration, installation, conversion, preventative maintenance, rental, and repair. Also suitable for aerospace, automotive, biotechnology, construction, food and beverage, laboratory, medical, mining, petroleum, refinery, and shipping industries.",['Agricultural Equipment'],"['Agricultural Equipment', 'Analyzers', 'Balances', 'Boards', 'Boxes', 'Calibration Services', 'Cells', 'Communication Components', 'Construction Equipment', 'Conveyor Parts', 'COVID-19 Response', 'Crane Parts', 'Displays', 'Dynamometers', 'Fertilizer Equipment', 'Foodservice Equipment', 'Handling Equipment', 'Indicators', 'Inspection Services', 'Installation Services', 'Laboratory Equipment', 'LEDs', 'Lift Parts', 'Maintenance and Repair Services', 'Measuring Equipment', 'Medical Equipment', 'Medical Laboratory Consumable Supplies', 'Medical Products and Hospital Equipment']",['brands'],agriculture,800-722-5301,Agricultural Equipment,$1 - 4.9 Mil,Oct-49,Not Available,Not Available,1994'},Quality Scales Unlimited,https://www.scalesu.com/,Failed,Failed,Failed,Byron,CA,94514
,"Hesperia, CA 92345 | map",,https://accelerated-inc.com/,"Accelerated Design and Manufacturing, Inc.",Manufacturer,"Full-service electronics design and manufacturing services for the aerospace, agricultural, automotive, consumer, and marine industries. Capabilities include electrical and mechanical engineering, product design and development, manufacturing and assembly, integrated solutions, rapid prototypes, and quality control. Can turn product concepts, drawings, or specifications document into a fully functional design complete with printed circuit board layout, schematic, and physical package. Acceptance test reports, certificates of conformance, rework analysis, and first article inspection reports are provided.
Additional Agricultural Electronics details",,,"['equipment', 'equip_categories', 'brands']",agriculture,855-680-1942,Agricultural Electronics,Under $1 Mil,Oct-49,"<table><tbody><tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_supplier_website.png"" title=""From Company Website"" alt=""From Company Website""></td><td><a href=""https://www.accelerated-inc.com/"" target=""_blank"" data-event_type=""link"" data-advertiser_link=""https://www.accelerated-inc.com/"" data-cert_id=""218511"" data-cert_name=""ISO 9001:2008"" data-click_origin=""copro biz det"" data-client_ip=""69.27.5.110"" data-company_id=""985843"" data-conversion_action=""From Company Website Certification"" data-coverage_area=""NA"" data-heading=""25708306"" data-hierarchy_1=""TNET"" data-hierarchy_2=""CERTIFICATIONS"" data-hierarchy_3=""From_Company_Website"" data-internal_search_term=""agriculture"" data-page_content_group=""Certifications"" data-servercallhost=""www.thomasnet.com"">ISO 9001:2008</a></td></tr>\n</tbody></table>","<table><tbody><tr><td><img src=""//cdn.thomasnet.com/images/icons/grn_self_reported.png"" title=""Self Reported"" alt=""Self Reported""></td><td>IPC-A-610</td></tr>\n</tbody></table>",1976'},"Accelerated Design and Manufacturing, Inc.",https://accelerated-inc.com/,Service Company,Not Available,Custom Manufacturer,Hesperia,CA,92345
,"Oakland, CA 94607 | map",['Magnation'],https://www.magnationwater.com/,Magnation Water Technologies,Manufacturer,"Manufacturer of agricultural equipment including turbulators, water softeners, sediment filters, water sprayers and water treatment equipment. Made in the USA.
Additional Agricultural Equipment details",['Agricultural Equipment'],,['equipment'],agriculture,866-778-9383,Agricultural Equipment,$1 - 4.9 Mil,9-Jan,Not Available,Not Available,2008'},Magnation Water Technologies,https://www.magnationwater.com/,Failed,Failed,Failed,Oakland,CA,94607
,"San Clemente, CA 92673 | map",,http://www.thinsectionbearing.com,Thin Section Bearings of America,Manufacturer,"Manufacturer of standard line of bearings 1""-30"" in chrome steel, stainless steel & high tempered tool steel. Custom design & supply of specialty bearings, seals, retainers, coatings ball material, grease specification & ring material.","['Bearings: Agricultural', 'Bearing Assemblies', 'Bearings', 'Bearings: Acid Resistant', 'Bearings: Air', 'Bearings: Aircraft', 'Bearings: Aircraft Instrument', 'Bearings: Airframe', 'Bearings: Alloy', 'Bearings: Aluminum']",,"['equipment', 'brands']",agriculture,800-962-4180,Agricultural Bearings,Not Available,Not Available,Not Available,Not Available,Not Available'},Thin Section Bearings of America,http://www.thinsectionbearing.com,"Distributor, Custom Manufacturer",Not Available,Manufacturer,San Clemente,CA,92673
,"Union City, CA 94587 | map","['Barden', 'FAG', 'GRW', 'IKO', 'INA', 'NB', 'Rollon', 'SNFA']",https://pibsales.com/,"PIB Bearing, Inc.",Distributor,"Distributor of angular contact bearings for agricultural applications including farm equipment. Types include machine tools, spindle, miniature & double direction angular contact bearings with ultra precision & high precision designs. Bearings are available with cage & inner & outer race.","['Bearings: Agricultural', 'Bearing Assemblies', 'Bearings', 'Bearings: Acid Resistant', 'Bearings: Air', 'Bearings: Aircraft', 'Bearings: Aircraft Instrument', 'Bearings: Airframe', 'Bearings: Alloy', 'Bearings: Aluminum']",,['equipment'],agriculture,800-228-8895,Agricultural Bearings,$1 - 4.9 Mil,9-Jan,Not Available,Not Available,1990'},"PIB Bearing, Inc.",https://pibsales.com/,"Manufacturer, Custom Manufacturer, Service Company",Not Available,Distributor,Union City,CA,94587
,"San Diego, CA 92129 | map",,,"Bearing Experts, A Wheel Turning Precision, Inc.",Manufacturer,"ISO 9002, QS 9000 & TS 16949 certified wholesale distributor of bearings including angular contact ball bearings, automotive air-conditioner compressor bearings, ball bearings, clutch release bearings, cylindrical roller bearings, double row ball bearings, drawn cup roller clutches, inlaid liner rod ends, insert bearings, miniature ball bearings, one-way clutch bearings, oscillating rod end bearings, pillow blocks, spherical plain bearings, tapered roller bearings, thrust ball & roller bearings, water pump bearings & wheel hub bearings. Also available are stamped, turned & ground precision components hardware. Other products include rings & balls, retainers, seals & shields & lubricants.",,,"['equipment', 'equip_categories', 'brands']",agriculture,619-309-6690,Agricultural Bearings,Not Available,Not Available,Not Available,Not Available,Not Available'},"Bearing Experts, A Wheel Turning Precision, Inc.",Failed,"Distributor, Custom Manufacturer",Not Available,Manufacturer,San Diego,CA,92129
"Company Description by Thomasnet
Distributor of bearing and hydraulic products for agricultural industry. Products include hose assemblies, fittings, flanges, pulleys, seals and sprockets.","Madera, CA 93637 | map",,https://www.aebearing.com/,A&E Bearing and Hydraulics,Distributor,,"['Bearings: Agricultural', 'Bearings', 'Bearings: Ball', 'Bearings: Ball, Deep Groove', 'Bearings: Ball, Radial', 'Bearings: Disc, Structural', 'Bearings: Roller', 'Bearings: Roller, Tapered', 'Blocks: Pillow']",,"['details', 'equipment', 'brands']",agriculture,559-673-5949,Agricultural Bearings,$1 - 4.9 Mil,9-Jan,Not Available,Not Available,1976'},A&E Bearing and Hydraulics,https://www.aebearing.com/,Failed,"Andrew Serrano, V.P.",Distributor,Madera,CA,93637
,"Glendale, CA 91204 | map",,https://bearingsdirect.com/,BearingsDirect,Distributor,Distributor of agricultural bearings.,,,"['equipment', 'equip_categories', 'brands']",agriculture,818-545-1900,Agricultural Bearings,Under $1 Mil,9-Jan,Not Available,Not Available,Not Available'},BearingsDirect,https://bearingsdirect.com/,Custom Manufacturer,Not Available,Distributor,Glendale,CA,91204
